ลำดับ,รายชื่อสถานประกอบการ,สำนักวิชา,หลักสูตร,จังหวัดที่ตั้ง,latitude,longitude
185.0,โรงแรม เซ็นทารา วิลล่า สมุย,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.787256,100.505356
186.0,โรงแรม เซ็นทารา อ่าวนาง บีช รีสอร์ท แอนด์ สปา กระบี่,การจัดการ,อุตสาหกรรมการบริการ,กระบี่,8.070707,98.938531
187.0,โรงแรม โซ แบงคอก,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.720285,100.502455
188.0,โรงแรม ดับเบิ้ลยู เกาะสมุย,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.127314,99.343041
189.0,โรงแรม ดุสิต ดีทู อ่าวนาง กระบี,การจัดการ,อุตสาหกรรมการบริการ,กระบี่,8.101329,98.906567
190.0,โรงแรม ดุสิตธานี กระบี่บีชรีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,กระบี่,8.069584,98.923806
191.0,โรงแรม ดุสิตธานี ลากูน่า ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.851788,98.413023
192.0,โรงแรม ดุสิตธานี หัวหิน,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.752757,100.540265
193.0,โรงแรม เดอะ ริทซ์-คาร์ลตัน เกาะสมุย,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.130461,99.310498
194.0,โรงแรม เดอะ เวสทิน สิเหร่ เบย์ รีสอร์ท แอนด์ สปา ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.878145,98.371252
195.0,โรงแรม เดอะนาคาไอแลนด์ อะลักชัวรี่ คอลเลคชั่น รีสอร์ท แอนด์ สปา ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.895831,98.411316
196.0,โรงแรม ตรีสรา,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.73064,100.499327
197.0,โรงแรม ทวินปาล์ม ภูเก็ต,การจัดการ,อุตสาหกรรมการบริการ,ภูเก็ต,7.883845,98.385928
198.0,โรงแรม โนราบีช รีสอร์ท แอนด์ สปา,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.13652,99.288526
199.0,โรงแรม บันยันทรี กระบี่,การจัดการ,อุตสาหกรรมการบริการ,กระบี่,8.12443,98.905995
200.0,โรงแรม บันยันทรี เกาะสมุย,การจัดการ,อุตสาหกรรมการบริการ,สุราษฎร์ธานี,9.134294,99.352464
201.0,โรงแรม แบงค็อก แมริออท มาร์คีส์ ควีนส์ปาร์ค,การจัดการ,อุตสาหกรรมการบริการ,กรุงเทพมหานคร,13.727373,100.497346
202.0,โรงแรม ปานวิมานเชียงใหม่ สปา รีสอร์ท,การจัดการ,อุตสาหกรรมการบริการ,เชียงใหม่,18.776242,98.998432
